name,x,y,z,stellar_class,mass,temperature,luminosity,absolute_magnitude
Gliese 900 B,52.620075,-12.217787,41.301977,M3V,0.327,3266,0.008618,11.67
Gliese 900 C,52.620075,-12.217787,41.301977,M3V,0.327,3266,0.008618,11.67
Gliese 900 A,52.620075,-12.217787,41.301977,M3V,0.327,3266,0.008618,11.67
17 Cygni A,-49.924784,-31.892831,33.38208,M5V,0.244,2977,0.001951,13.44
HR 7631,58.983115,28.321564,-18.880975,G5V,0.907,5555,0.901599,5.33
Gliese 415,37.163901,-57.003477,-4.548406,M3V,0.327,3266,0.008618,11.67
HR 5,-58.465148,-25.953282,-23.653619,G5V,0.907,5555,0.901599,5.33
WISE 0821+1443,-58.465148,-25.953282,-23.653619,M8V,0.121,2544,0.00021,16.11
HR 7260,-42.453215,44.234515,-30.098541,G5V,0.907,5555,0.901599,5.33
Theta Draconis,-41.461921,17.765515,51.285335,M5V,0.244,2977,0.001951,13.44
13 Ceti,-41.461921,17.765515,51.285335,M5V,0.244,2977,0.001951,13.44
HD 33564,-25.128219,23.720691,59.029327,K5V,0.606,4366,0.195887,7.67
HD 220221,18.59628,-8.082265,-65.325458,K5V,0.606,4366,0.195887,7.67
Gliese 371,18.59628,-8.082265,-65.325458,M3V,0.327,3266,0.008618,11.67
HD 119802,-44.757908,50.094113,-13.39998,K5V,0.606,4366,0.195887,7.67
Gliese 491,-44.757908,50.094113,-13.39998,M3V,0.327,3266,0.008618,11.67
Gliese 59.1,-44.757908,50.094113,-13.39998,M3V,0.327,3266,0.008618,11.67
HR 7914,-63.260517,19.863883,17.198349,G5V,0.907,5555,0.901599,5.33
HR 8013,-63.260517,19.863883,17.198349,G5V,0.907,5555,0.901599,5.33
Gliese 396,30.140456,-59.722379,15.190467,M3V,0.327,3266,0.008618,11.67
HD 216259,30.140456,-59.72238,15.190467,K5V,0.606,4366,0.195887,7.67
HD 124580,-11.547655,-38.483814,55.725557,K5V,0.606,4366,0.195887,7.67
Gliese 889,-51.996979,7.584496,-44.564555,M3V,0.327,3266,0.008618,11.67
71 Orionis,-28.15706,-53.059417,33.750382,M5V,0.244,2977,0.001951,13.44
51 Arietis,64.466582,-19.405328,-15.115983,M5V,0.244,2977,0.001951,13.44
Gliese 336,26.397744,61.511139,-16.749294,M3V,0.327,3266,0.008618,11.67
40 Leonis,26.397744,61.51114,-16.749294,M5V,0.244,2977,0.001951,13.44
GJ 1165,-35.738664,-55.129803,-21.407071,M3V,0.327,3266,0.008618,11.67
Nu Octantis,-15.913101,-15.346736,-65.468015,M5V,0.244,2977,0.001951,13.44
I Puppis,-15.913101,-15.346736,-65.468015,M5V,0.244,2977,0.001951,13.44
V774 Tauri,-15.913101,-15.346736,-65.468015,M5V,0.244,2977,0.001951,13.44
Gliese 659,-68.62056,3.44018,-8.247659,M3V,0.327,3266,0.008618,11.67
GJ 1048,-25.81728,-63.424775,10.642183,M3V,0.327,3266,0.008618,11.67
Gliese 276,-25.81728,-63.424775,10.642183,M3V,0.327,3266,0.008618,11.67
HD 210277,62.831423,-18.687687,22.789091,K5V,0.606,4366,0.195887,7.67
Gliese 155.2,54.637174,8.144459,-42.174601,M3V,0.327,3266,0.008618,11.67
Gliese 122,54.637174,8.144459,-42.174601,M3V,0.327,3266,0.008618,11.67
HR 3578,-56.319926,39.773467,8.739983,G5V,0.907,5555,0.901599,5.33
HD 97658,-56.319926,39.773467,8.739983,K5V,0.606,4366,0.195887,7.67
HR 5070,34.773234,26.538163,54.136014,G5V,0.907,5555,0.901599,5.33
50 Persei,34.773235,26.538163,54.136014,M5V,0.244,2977,0.001951,13.44
GJ 3917,-59.06225,-22.1537,-29.411295,M3V,0.327,3266,0.008618,11.67
Iota Virginis (Syrma),-25.574327,-0.407164,-64.944807,M5V,0.244,2977,0.001951,13.44
GJ 3257,-25.574327,-0.407164,-64.944807,M3V,0.327,3266,0.008618,11.67
16 Cygni B,-25.574327,-0.407164,-64.944807,M5V,0.244,2977,0.001951,13.44
Gliese 857.1,-25.574327,-0.407164,-64.944807,M3V,0.327,3266,0.008618,11.67
HR 3220 (B Carinae),-50.522027,7.561763,47.564531,G5V,0.907,5555,0.901599,5.33
16 Cygni C,-50.522027,7.561763,47.564531,M5V,0.244,2977,0.001951,13.44
GJ 4254,-50.522027,7.561763,47.564531,M3V,0.327,3266,0.008618,11.67
HD 10086,-50.522027,7.561763,47.564531,K5V,0.606,4366,0.195887,7.67
HD 92945,-50.522027,7.561763,47.564531,K5V,0.606,4366,0.195887,7.67
WISE 0448-1935,-50.522027,7.561763,47.564531,M8V,0.121,2544,0.00021,16.11
16 Cygni A,-50.522027,7.561763,47.564531,M5V,0.244,2977,0.001951,13.44
V775 Herculis,-60.745762,34.544126,-1.632722,M5V,0.244,2977,0.001951,13.44
Kappa Reticuli,65.460073,-17.615241,-17.049699,M5V,0.244,2977,0.001951,13.44
GJ 3071,67.454266,18.238697,4.155941,M3V,0.327,3266,0.008618,11.67
GJ 4268,67.454266,18.238697,4.155941,M3V,0.327,3266,0.008618,11.67
HIP 88976,-48.885279,-7.377393,-49.556065,M5V,0.244,2977,0.001951,13.44
HD 90089,25.484739,-52.549347,-38.769887,K5V,0.606,4366,0.195887,7.67
Gliese 694.2,25.484739,-52.549347,-38.769887,M3V,0.327,3266,0.008618,11.67
Gliese 799.1,-48.082933,-32.564596,-39.441332,M3V,0.327,3266,0.008618,11.67
HIP 65083,61.896786,32.153382,8.777122,M5V,0.244,2977,0.001951,13.44
GJ 1170,-15.290481,47.380866,-49.632094,M3V,0.327,3266,0.008618,11.67
HD 16673,-15.290481,47.380866,-49.632094,K5V,0.606,4366,0.195887,7.67
HD 329868,-15.290481,47.380866,-49.632094,K5V,0.606,4366,0.195887,7.67
HD 215152,52.518722,10.187258,45.746647,K5V,0.606,4366,0.195887,7.67
GJ 3059,29.448515,41.198878,48.90396,M3V,0.327,3266,0.008618,11.67
Epsilon Serpentis,29.448516,41.198878,48.903961,M5V,0.244,2977,0.001951,13.44
84 Ceti A,-11.95733,66.485874,20.171784,M5V,0.244,2977,0.001951,13.44
84 Ceti B,-11.95733,66.485874,20.171784,M5V,0.244,2977,0.001951,13.44
HIP 15332,-11.95733,66.485874,20.171784,M5V,0.244,2977,0.001951,13.44
Zeta Leporis,-11.95733,66.485874,20.171784,M5V,0.244,2977,0.001951,13.44
HD 159062 B,-66.307093,20.767748,-12.614006,K5V,0.606,4366,0.195887,7.67
HD 159062 A,8.280647,-56.033146,42.175355,K5V,0.606,4366,0.195887,7.67
Sigma Coronae Borealis A,-18.977712,-44.801597,-51.294768,M5V,0.244,2977,0.001951,13.44
Sigma Coronae Borealis B,62.768067,31.890262,-6.455304,M5V,0.244,2977,0.001951,13.44
WISE 2327-2730,-62.688,31.973204,-7.782602,M8V,0.121,2544,0.00021,16.11
Gliese 747.4,-16.975814,-20.323505,-65.769194,M3V,0.327,3266,0.008618,11.67
Theta Sculptoris,31.869628,48.109376,-41.533417,M5V,0.244,2977,0.001951,13.44
HD 91324 B,28.338462,58.909119,28.466422,K5V,0.606,4366,0.195887,7.67
HD 91324 A,62.77545,33.803077,-0.533721,K5V,0.606,4366,0.195887,7.67
Alpha Hydri,62.77545,33.803077,-0.533721,M5V,0.244,2977,0.001951,13.44
Lambda Arae,62.77545,33.803077,-0.533721,M5V,0.244,2977,0.001951,13.44
HD 108954,-69.112478,-16.190006,-9.375985,K5V,0.606,4366,0.195887,7.67
Eta Scorpii,-69.112478,-16.190006,-9.375985,M5V,0.244,2977,0.001951,13.44
HD 164922,-30.590386,36.061877,-53.881586,K5V,0.606,4366,0.195887,7.67
WISE 0031-3840,22.608531,-11.612331,67.150935,M8V,0.121,2544,0.00021,16.11
Gamma Tucanae,22.608531,-11.612331,67.150935,M5V,0.244,2977,0.001951,13.44
Psi1 Draconis (Dziban),-14.373179,18.76688,-67.903063,M5V,0.244,2977,0.001951,13.44
Nu Octantis (- Octantis) A,-8.013036,-59.482219,-39.950805,M5V,0.244,2977,0.001951,13.44
WISE 0952+1955,-8.013036,-59.482219,-39.950805,M8V,0.121,2544,0.00021,16.11
Nu Octantis (- Octantis) B,-24.075436,52.250831,43.458418,M5V,0.244,2977,0.001951,13.44
WISE 1517+0529,-61.495382,-28.304782,-25.669382,M8V,0.121,2544,0.00021,16.11
VHS J1256-1257 C,5.89245,-53.798685,-48.090961,M5V,0.244,2977,0.001951,13.44
VHS J1256-1257 A,5.89245,-53.798685,-48.090961,M5V,0.244,2977,0.001951,13.44
VHS J1256-1257 B,-61.495383,-28.304783,-25.669382,M5V,0.244,2977,0.001951,13.44
WISE 0836-1859,5.89245,-53.798685,-48.090962,M8V,0.121,2544,0.00021,16.11
WISE 1717+6129,3.769239,69.94566,19.459895,M8V,0.121,2544,0.00021,16.11
Epsilon Cygni (Aljanah),3.769239,69.94566,19.459895,M5V,0.244,2977,0.001951,13.44
94 Ceti A,59.509079,-34.99834,-23.723104,M5V,0.244,2977,0.001951,13.44
94 Ceti B,-7.869031,-59.708634,-41.254786,M5V,0.244,2977,0.001951,13.44
HD 63433,8.18461,-47.161082,-55.162992,K5V,0.606,4366,0.195887,7.67
WISE 0221+3842,-31.506634,43.138954,49.899625,M8V,0.121,2544,0.00021,16.11
HD 14214 B,38.285118,-8.722024,-61.658625,K5V,0.606,4366,0.195887,7.67
Mu Cygni B,38.285118,-8.722024,-61.658625,M5V,0.244,2977,0.001951,13.44
Mu Cygni A,-31.506634,43.138954,49.899626,M5V,0.244,2977,0.001951,13.44
HD 14214 A,-31.506634,43.138954,49.899626,K5V,0.606,4366,0.195887,7.67
Ross 593,-63.539927,9.709194,34.856042,M4V,0.286,3122,0.0041,12.56
18 Puppis,8.67502,49.1537,-53.68005,M5V,0.244,2977,0.001951,13.44
HR 4657,-4.507959,73.461568,0.190922,G5V,0.907,5555,0.901599,5.33
HD 167425,70.076665,-1.174688,23.115387,K5V,0.606,4366,0.195887,7.67
HD 139461/139460,32.425614,-48.923159,44.73862,K5V,0.606,4366,0.195887,7.67
EZ Ceti,-49.355823,-55.074274,2.612884,M5V,0.244,2977,0.001951,13.44
Alpha Serpentis (Unukalhai),-49.355823,-55.074274,2.612884,M5V,0.244,2977,0.001951,13.44
39 Leonis A,-61.365369,-19.916539,-36.447674,M5V,0.244,2977,0.001951,13.44
Heze,-65.600072,-8.434559,33.411058,M5V,0.244,2977,0.001951,13.44
Zeta Virginis B,-65.600072,-8.434559,33.411058,M5V,0.244,2977,0.001951,13.44
39 Leonis B,-65.600072,-8.434559,33.411058,M5V,0.244,2977,0.001951,13.44
Upsilon Aquarii,35.179387,-64.554577,-10.037797,M5V,0.244,2977,0.001951,13.44
WISE 1809+3838,-53.372213,51.126206,-8.53686,M8V,0.121,2544,0.00021,16.11
Alpha- Librae,-9.673299,68.031602,29.801651,M5V,0.244,2977,0.001951,13.44
WISE 0305+3954,18.878581,-70.851434,15.769383,M8V,0.121,2544,0.00021,16.11
Alpha Coronae Borealis (Alphecca) B,18.878581,-70.851434,15.769383,M5V,0.244,2977,0.001951,13.44
HIP 12961 (Koeia),51.196291,-27.389608,-47.473668,M5V,0.244,2977,0.001951,13.44
Delta Herculis (Sarin),-11.601543,-73.33452,-11.289926,M5V,0.244,2977,0.001951,13.44
HD 212168,-20.704648,-21.392191,-69.023334,K5V,0.606,4366,0.195887,7.67
Chi Ceti,45.952045,-26.581752,53.825458,M5V,0.244,2977,0.001951,13.44
Omega Draconis,-38.898418,-64.627753,-5.052395,M5V,0.244,2977,0.001951,13.44
Alpha- Librae (Zubenelgenubi),-18.632889,64.434767,35.307452,M5V,0.244,2977,0.001951,13.44
HD 101177 B,30.203953,-69.31106,5.821261,K5V,0.606,4366,0.195887,7.67
HD 101177 A,30.203953,-69.31106,5.821262,K5V,0.606,4366,0.195887,7.67
Sigma Coronae Borealis Ca,33.411198,-58.822749,-34.853781,M5V,0.244,2977,0.001951,13.44
Sigma Coronae Borealis Cb,33.411198,-58.822749,-34.853781,M5V,0.244,2977,0.001951,13.44
HD 127334,54.730657,-13.723741,-51.345674,K5V,0.606,4366,0.195887,7.67
Omega Sagittarii (Terebellum),45.213855,35.177522,-50.549079,M5V,0.244,2977,0.001951,13.44
Gliese 7,-69.770101,11.262323,29.205377,M3V,0.327,3266,0.008618,11.67
64 Piscium A,59.159646,18.071039,45.009152,M5V,0.244,2977,0.001951,13.44
HD 1461,59.159646,18.071039,45.009152,K5V,0.606,4366,0.195887,7.67
64 Piscium B,59.159646,18.071039,45.009152,M5V,0.244,2977,0.001951,13.44
HD 42618,45.520142,61.543759,-3.937634,K5V,0.606,4366,0.195887,7.67
Zeta Serpentis,70.567706,-4.923791,29.903097,M5V,0.244,2977,0.001951,13.44
EX Ceti or HD 10008 or BD-07 268 Cetus,47.671401,-57.086673,19.938637,K5V,0.606,4366,0.195887,7.67
HD 214953,75.882545,11.352775,-6.477177,K5V,0.606,4366,0.195887,7.67
HIP 70849,75.882545,11.352775,-6.477177,M5V,0.244,2977,0.001951,13.44
Mu- Cancri,75.882545,11.352775,-6.477177,M5V,0.244,2977,0.001951,13.44
2MASS J08304878+0128311,75.882545,11.352775,-6.477177,M8V,0.121,2544,0.00021,16.11
HD 26491,-34.23166,47.6092,-50.013423,K5V,0.606,4366,0.195887,7.67
88 Leonis B,62.593255,33.950443,29.820997,M5V,0.244,2977,0.001951,13.44
88 Leonis A,62.593255,33.950443,29.820997,M5V,0.244,2977,0.001951,13.44
KU Librae,54.565888,-11.383524,53.45514,M5V,0.244,2977,0.001951,13.44
WISE 0135+1715,32.113228,-39.564291,58.126565,M8V,0.121,2544,0.00021,16.11
23 Ursae Majoris,-17.778973,-21.874431,-72.406542,M5V,0.244,2977,0.001951,13.44
Kappa Phoenicis,-9.105212,-60.746616,-47.583966,M5V,0.244,2977,0.001951,13.44
HD 202628,-20.360849,73.000989,-17.269752,K5V,0.606,4366,0.195887,7.67
KOBE-1,-34.26627,-12.976666,68.733406,M5V,0.244,2977,0.001951,13.44
27 Cygni,48.603663,-53.852844,28.933805,M5V,0.244,2977,0.001951,13.44
Lambda Sagittarii (Kaus Borealis),5.654071,-71.436636,31.306206,M5V,0.244,2977,0.001951,13.44
WISE 0733+7544,75.484756,-7.60252,-19.368613,M8V,0.121,2544,0.00021,16.11
HD 134060,35.900679,64.563823,26.252885,K5V,0.606,4366,0.195887,7.67
HD 190422,60.834408,11.858062,-48.337575,K5V,0.606,4366,0.195887,7.67
Eta Indi,-46.458599,22.556876,59.516602,M5V,0.244,2977,0.001951,13.44
Wolf 1106,48.488457,2.103037,62.130447,M3.5V,0.306,3194,0.005944,12.11
12 Persei A,-65.491333,-1.446568,-43.977297,M5V,0.244,2977,0.001951,13.44
12 Persei B,-66.512594,-37.216673,20.40108,M5V,0.244,2977,0.001951,13.44
2MASSW J1728114+394859 A,32.300972,62.124591,36.581176,M8V,0.121,2544,0.00021,16.11
WISE 1019+6529 B,32.300972,62.124591,36.581176,M8V,0.121,2544,0.00021,16.11
HD 121560,51.889893,-11.034518,58.537838,K5V,0.606,4366,0.195887,7.67
WISE 1019+6529 A,51.889893,-11.034518,58.537838,M8V,0.121,2544,0.00021,16.11
Iota Leonis B,51.889893,-11.034518,58.537838,M5V,0.244,2977,0.001951,13.44
2MASSW J1728114+394859 B,51.889893,-11.034518,58.537838,M8V,0.121,2544,0.00021,16.11
Iota Leonis A,32.300972,62.124591,36.581177,M5V,0.244,2977,0.001951,13.44
HD 62644,32.300972,62.124591,36.581177,K5V,0.606,4366,0.195887,7.67
Regulus (Alpha Leonis) B,-63.290467,-3.120607,-47.209522,M5V,0.244,2977,0.001951,13.44
Regulus (Alpha Leonis) C,-63.290467,-3.120607,-47.209522,M5V,0.244,2977,0.001951,13.44
HD 76653,78.554107,-9.197796,-1.209479,K5V,0.606,4366,0.195887,7.67
Regulus (Alpha Leonis) Ab,24.118632,17.773591,-73.422619,M5V,0.244,2977,0.001951,13.44
MT Pegasi,37.621316,-33.914021,-61.029106,M5V,0.244,2977,0.001951,13.44
HD 156668,-74.23145,-7.136646,-27.084971,K5V,0.606,4366,0.195887,7.67
GJ 2097,-0.545769,3.628241,-79.315182,M3V,0.327,3266,0.008618,11.67
37 Ceti,55.017322,-30.169036,48.801471,M5V,0.244,2977,0.001951,13.44
BZ Ceti,-8.458196,77.407008,-16.273185,M5V,0.244,2977,0.001951,13.44
HD 195564,30.574319,52.856848,-51.063927,K5V,0.606,4366,0.195887,7.67
7 Andromedae,-48.300509,53.450367,-33.856744,M5V,0.244,2977,0.001951,13.44
Merak (Beta Ursae Majoris),-37.041467,-10.379071,69.801824,M5V,0.244,2977,0.001951,13.44
